"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
49521,England/LOND-1286DD9/2020,ncov,EPI_ISL_541768,?,Barts Health NHS Trust,Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium,Teresa Cutino-Moguel et al,https://www.gisaid.org,?,?
50256,England/MILK-4830B6/2020,ncov,EPI_ISL_559675,?,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium,The Lighthouse Lab in Milton Keynes et al,https://www.gisaid.org,?,?
50464,England/MILK-574DFC/2020,ncov,EPI_ISL_581438,?,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium,The Lighthouse Lab in Milton Keynes et al,https://www.gisaid.org,?,?
51159,England/MILK-957450/2020,ncov,EPI_ISL_553885,?,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium,The Lighthouse Lab in Milton Keynes et al,https://www.gisaid.org,?,?
60528,England/OXON-B18F7/2020,ncov,EPI_ISL_479052,?,"Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital",COVID-19 Genomics UK (COG-UK) Consortium,Tanya Golubchik et al,https://www.gisaid.org,?,?
60617,England/OXON-B23E6/2020,ncov,EPI_ISL_479141,?,"Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital",COVID-19 Genomics UK (COG-UK) Consortium,Tanya Golubchik et al,https://www.gisaid.org,?,?
66995,England/QEUH-9F2FDE/2020,ncov,EPI_ISL_588597,?,Lighthouse Lab in Glasgow,Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium,Harper VanSteenhouse et al,https://www.gisaid.org,?,?
69850,England/SHEF-C9DFD/2020,ncov,EPI_ISL_442350,?,"Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield",COVID-19 Genomics UK (COG-UK) Consortium,Thushan de Silva et al,https://www.gisaid.org,Preliminary analysis of SARS-CoV-2 importation & establishment of UK transmission lineages,https://virological.org/t/preliminary-analysis-of-sars-cov-2-importation-establishment-of-uk-transmission-lineages/507
71019,Finland/10A22S14/2020,ncov,EPI_ISL_481522,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71130,Finland/21A12S11/2020,ncov,EPI_ISL_481605,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71134,Finland/21A27S7/2020,ncov,EPI_ISL_481609,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71150,Finland/28A40S6/2020,ncov,EPI_ISL_481625,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71155,Finland/28A72S11/2020,ncov,EPI_ISL_481630,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71186,Finland/30M88S2/2020,ncov,EPI_ISL_481661,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71202,Finland/4May27S4/2020,ncov,EPI_ISL_481677,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71207,Finland/5A10S4A10/2020,ncov,EPI_ISL_481682,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71209,Finland/5A34S4A10/2020,ncov,EPI_ISL_481684,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71212,Finland/5A49S4A10/2020,ncov,EPI_ISL_481687,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71225,Finland/5May46S12/2020,ncov,EPI_ISL_481700,?,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland","Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland",Teemu Smura et al,https://www.gisaid.org,?,?
71279,Foshan/20SF211/2020,ncov,EPI_ISL_406536,?,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health,Guangdong Provincial Center for Diseases Control and Prevention,Min Kang et al,https://www.gisaid.org,?,?
71316,France/ARA-0873/2020,ncov,EPI_ISL_508875,?,Centre Hospitalier de Macon,CNR Virus des Infections Respiratoires - France SUD,Antonin Bal et al,https://www.gisaid.org,?,?
71370,France/ARA-12151/2020,ncov,EPI_ISL_509005,?,Centre Hospitalier de Macon,CNR Virus des Infections Respiratoires - France SUD,Antonin Bal et al,https://www.gisaid.org,?,?
71378,France/ARA-12253/2020,ncov,EPI_ISL_419183,?,Centre Hospitalier de Bourg en Bresse,CNR Virus des Infections Respiratoires - France SUD,Antonin Bal et al,https://www.gisaid.org,?,?
71421,France/ARA-14456/2020,ncov,EPI_ISL_508888,?,"Institut des Agents Infectieux (IAI), Hospices Civils de Lyon",CNR Virus des Infections Respiratoires - France SUD,Antonin Bal et al,https://www.gisaid.org,?,?
71501,France/ARA-23076/2020,ncov,EPI_ISL_508924,?,CNR Virus des Infections Respiratoires - France SUD,CNR Virus des Infections Respiratoires - France SUD,Antonin Bal et al,https://www.gisaid.org,?,?
71512,France/ARA-508/2020,ncov,EPI_ISL_416748,?,Institut des Agents Infectieux (IAI) Hospices Civils de Lyon,CNR Virus des Infections Respiratoires - France SUD,Bal et al,https://www.gisaid.org,?,?
71545,France/BRE-2335/2020,ncov,EPI_ISL_416504,?,CHRU Pontchaillou - Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélnie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71549,France/BRE-2343/2020,ncov,EPI_ISL_416508,?,CHRU Pontchaillou - Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélnie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71558,France/BRE-5336/2020,ncov,EPI_ISL_443268,?,CHU - Hôpital Cavale Blanche - Labo. de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,?,?
71614,France/CVL-8287/2020,ncov,EPI_ISL_560577,?,hôpital,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Sylvie Behillil et al,https://www.gisaid.org,?,?
71670,France/HDF-2039/2020,ncov,EPI_ISL_415649,?,unknown,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélnie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71677,France/HDF-2234/2020,ncov,EPI_ISL_416495,?,Centre Hospitalier Compiègne Laboratoire de Biologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélnie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71685,France/HDF-2586/2020,ncov,EPI_ISL_418236,?,Centre Hospitalier Compiègne Laboratoire de Biologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71693,France/HDF-3036/2020,ncov,EPI_ISL_420053,?,CH Jean de Navarre Laboratoire de Biologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,Introductions and early spread of SARS-CoV-2 in France,https://dx.doi.org/10.1101/2020.04.24.059576
71706,France/HDF-4220/2020,ncov,EPI_ISL_428366,?,CH Jeanne de Navarre Laboratoire de Biologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,?,?
71717,France/HDF-8244/2020,ncov,EPI_ISL_560595,?,hopital,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Sylvie Behillil et al,https://www.gisaid.org,?,?
71719,France/HDF-8255/2020,ncov,EPI_ISL_560597,?,hopital,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Sylvie Behillil et al,https://www.gisaid.org,?,?
71871,France/IDF-5848/2020,ncov,EPI_ISL_443296,?,Hôpital Necker - Enfants - Malades Laboratoire de Virologie,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,?,?
71879,France/IDF-6073/2020,ncov,EPI_ISL_443314,?,LABM GH nord Essonne de Longjumeau - BP 125,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris",Mélanie Albert et al,https://www.gisaid.org,?,?
71943,France/PAC-IHU-0021/2020,ncov,EPI_ISL_569250,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
71954,France/PAC-IHU-0037/2020,ncov,EPI_ISL_569261,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
71957,France/PAC-IHU-0040/2020,ncov,EPI_ISL_569264,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
71991,France/PAC-IHU-0082/2020,ncov,EPI_ISL_569298,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72005,France/PAC-IHU-0107/2020,ncov,EPI_ISL_569312,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72010,France/PAC-IHU-0117/2020,ncov,EPI_ISL_569317,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72188,France/PAC-IHU-0412/2020,ncov,EPI_ISL_569495,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72280,France/PAC-IHU-0549/2020,ncov,EPI_ISL_569587,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72345,France/PAC-IHU-0662/2020,ncov,EPI_ISL_568920,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72347,France/PAC-IHU-0670/2020,ncov,EPI_ISL_568922,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
72411,France/PAC-IHU-0852/2020,ncov,EPI_ISL_568986,?,"MEPHI, Aix Marseille University","MEPHI, Aix Marseille University",Anthony LEVASSEUR et al,https://www.gisaid.org,?,?
73781,Guangdong/2020XN4243-P0035/2020,ncov,EPI_ISL_413853,?,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",Guangdong Provincial Institution of Public Health,Jing Lu et al,https://www.gisaid.org,"Genomic Epidemiology of SARS-CoV-2 in Guangdong Province, China",https://dx.doi.org/10.1016/j.cell.2020.04.023
73787,Guangdong/2020XN4448-P0002/2020,ncov,EPI_ISL_413857,?,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",Guangdong Provincial Institution of Public Health,Jing Lu et al,https://www.gisaid.org,"Genomic Epidemiology of SARS-CoV-2 in Guangdong Province, China",https://dx.doi.org/10.1016/j.cell.2020.04.023
73790,Guangdong/20SF012/2020,ncov,EPI_ISL_403932,?,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health,"Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention",Min Kang et al,https://www.gisaid.org,?,?
73791,Guangdong/20SF013/2020,ncov,EPI_ISL_403933,?,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health,"Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention",Min Kang et al,https://www.gisaid.org,?,?
73813,Guangdong/20SF201/2020,ncov,EPI_ISL_406538,?,Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health,Guangdong Provincial Center for Diseases Control and Prevention,Min Kang et al,https://www.gisaid.org,?,?
73936,Guangzhou/IQTC02/2020,ncov,EPI_ISL_412967,?,"Technology Centre, Guangzhou Customs","Technology Centre, Guangzhou Customs",Shi et al,https://www.gisaid.org,?,?
73950,Hangzhou/HZ-1/2020,ncov,EPI_ISL_406970,MT039873.1,Hangzhou Center for Disease and Control Microbiology Lab,Hangzhou Center for Disease and Control Microbiology Lab,Yu Hua et al,https://www.gisaid.org,Virus strain of a mild COVID-19 patient in Hangzhou representing a new trend in SARS-CoV-2 evolution related to Furin cleavage site,https://dx.doi.org/10.1101/2020.03.10.20033944
74004,Hangzhou/ZJU-08/2020,ncov,EPI_ISL_416473,?,"State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003","State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003",Hangping Yao et al,https://www.gisaid.org,Spread of SARS-CoV-2 in the Icelandic Population,https://dx.doi.org/10.1056/NEJMoa2006100
78543,Israel/130711104/2020,ncov,EPI_ISL_447455,?,"Clinical Microbiology Laboratory, Sheba Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78569,Israel/13077564/2020,ncov,EPI_ISL_447429,?,"Clinical Microbiology Laboratory, Sheba Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78571,Israel/13077723/2020,ncov,EPI_ISL_447427,?,"Clinical Microbiology Laboratory, Sheba Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78580,Israel/1639953/2020,ncov,EPI_ISL_447418,?,"Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78612,Israel/2047749/2020,ncov,EPI_ISL_447386,?,"Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78626,Israel/2089375/2020,ncov,EPI_ISL_447372,?,"Clinical Virology Unit, Hadassah Hebrew University Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78629,Israel/2089697/2020,ncov,EPI_ISL_447369,?,"Clinical Virology Unit, Hadassah Hebrew University Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
78633,Israel/2089723/2020,ncov,EPI_ISL_447365,?,"Clinical Virology Unit, Hadassah Hebrew University Medical Center",Stern Lab,Stern Lab et al,https://www.gisaid.org,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,https://dx.doi.org/10.1101/2020.05.21.20104521
